PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Sex_male_encoded,FamilySize
118,0,2,29.0,1,0,21.0,True,False,True,1,2
119,0,1,24.0,0,1,247.5208,True,False,False,1,2
120,0,3,2.0,4,2,31.275,False,False,True,0,7
121,0,2,21.0,2,0,73.5,True,False,True,1,3
122,0,3,29.69911764705882,0,0,8.05,True,False,True,1,1
123,0,2,32.5,1,0,30.0708,True,False,False,1,2
124,1,2,32.5,0,0,13.0,False,False,True,0,1
125,0,1,54.0,0,1,77.2875,True,False,True,1,2
126,1,3,12.0,1,0,11.2417,True,False,False,1,2
127,0,3,29.69911764705882,0,0,7.75,True,True,False,1,1
128,1,3,24.0,0,0,7.1417,True,False,True,1,1
129,1,3,29.69911764705882,1,1,22.3583,False,False,False,0,3
130,0,3,45.0,0,0,6.975,True,False,True,1,1
131,0,3,33.0,0,0,7.8958,True,False,False,1,1
132,0,3,20.0,0,0,7.05,True,False,True,1,1
133,0,3,47.0,1,0,14.5,False,False,True,0,2
134,1,2,29.0,1,0,26.0,False,False,True,0,2
135,0,2,25.0,0,0,13.0,True,False,True,1,1
136,0,2,23.0,0,0,15.0458,True,False,False,1,1
137,1,1,19.0,0,2,26.2833,False,False,True,0,3
138,0,1,37.0,1,0,53.1,True,False,True,1,2
139,0,3,16.0,0,0,9.2167,True,False,True,1,1
140,0,1,24.0,0,0,79.2,True,False,False,1,1
141,0,3,29.69911764705882,0,2,15.2458,False,False,False,0,3
142,1,3,22.0,0,0,7.75,False,False,True,0,1
143,1,3,24.0,1,0,15.85,False,False,True,0,2
144,0,3,19.0,0,0,6.75,True,True,False,1,1
145,0,2,18.0,0,0,11.5,True,False,True,1,1
146,0,2,19.0,1,1,36.75,True,False,True,1,3
147,1,3,27.0,0,0,7.7958,True,False,True,1,1
148,0,3,9.0,2,2,34.375,False,False,True,0,5
149,0,2,36.5,0,2,26.0,True,False,True,1,3
150,0,2,42.0,0,0,13.0,True,False,True,1,1
151,0,2,51.0,0,0,12.525,True,False,True,1,1
152,1,1,22.0,1,0,66.6,False,False,True,0,2
153,0,3,55.5,0,0,8.05,True,False,True,1,1
154,0,3,40.5,0,2,14.5,True,False,True,1,3
155,0,3,29.69911764705882,0,0,7.3125,True,False,True,1,1
156,0,1,51.0,0,1,61.3792,True,False,False,1,2
157,1,3,16.0,0,0,7.7333,False,True,False,0,1
158,0,3,30.0,0,0,8.05,True,False,True,1,1
159,0,3,29.69911764705882,0,0,8.6625,True,False,True,1,1
160,0,3,29.69911764705882,8,2,69.55,True,False,True,1,11
161,0,3,44.0,0,1,16.1,True,False,True,1,2
162,1,2,40.0,0,0,15.75,False,False,True,0,1
163,0,3,26.0,0,0,7.775,True,False,True,1,1
164,0,3,17.0,0,0,8.6625,True,False,True,1,1
165,0,3,1.0,4,1,39.6875,True,False,True,1,6
166,1,3,9.0,0,2,20.525,True,False,True,1,3
167,1,1,29.69911764705882,0,1,55.0,False,False,True,0,2
168,0,3,45.0,1,4,27.9,False,False,True,0,6
169,0,1,29.69911764705882,0,0,25.925,True,False,True,1,1
170,0,3,28.0,0,0,56.4958,True,False,True,1,1
171,0,1,61.0,0,0,33.5,True,False,True,1,1
172,0,3,4.0,4,1,29.125,True,True,False,1,6
173,1,3,1.0,1,1,11.1333,False,False,True,0,3
174,0,3,21.0,0,0,7.925,True,False,True,1,1
175,0,1,56.0,0,0,30.6958,True,False,False,1,1
176,0,3,18.0,1,1,7.8542,True,False,True,1,3
177,0,3,29.69911764705882,3,1,25.4667,True,False,True,1,5
178,0,1,50.0,0,0,28.7125,False,False,False,0,1
179,0,2,30.0,0,0,13.0,True,False,True,1,1
180,0,3,36.0,0,0,0.0,True,False,True,1,1
181,0,3,29.69911764705882,8,2,69.55,False,False,True,0,11
182,0,2,29.69911764705882,0,0,15.05,True,False,False,1,1
183,0,3,9.0,4,2,31.3875,True,False,True,1,7
184,1,2,1.0,2,1,39.0,True,False,True,1,4
185,1,3,4.0,0,2,22.025,False,False,True,0,3
186,0,1,29.69911764705882,0,0,50.0,True,False,True,1,1
187,1,3,29.69911764705882,1,0,15.5,False,True,False,0,2
188,1,1,45.0,0,0,26.55,True,False,True,1,1
189,0,3,40.0,1,1,15.5,True,True,False,1,3
190,0,3,36.0,0,0,7.8958,True,False,True,1,1
191,1,2,32.0,0,0,13.0,False,False,True,0,1
192,0,2,19.0,0,0,13.0,True,False,True,1,1
193,1,3,19.0,1,0,7.8542,False,False,True,0,2
194,1,2,3.0,1,1,26.0,True,False,True,1,3
195,1,1,44.0,0,0,27.7208,False,False,False,0,1
196,1,1,58.0,0,0,146.5208,False,False,False,0,1
197,0,3,29.69911764705882,0,0,7.75,True,True,False,1,1
198,0,3,42.0,0,1,8.4042,True,False,True,1,2
199,1,3,29.69911764705882,0,0,7.75,False,True,False,0,1
200,0,2,24.0,0,0,13.0,False,False,True,0,1
201,0,3,28.0,0,0,9.5,True,False,True,1,1
202,0,3,29.69911764705882,8,2,69.55,True,False,True,1,11
203,0,3,34.0,0,0,6.4958,True,False,True,1,1
204,0,3,45.5,0,0,7.225,True,False,False,1,1
205,1,3,18.0,0,0,8.05,True,False,True,1,1
206,0,3,2.0,0,1,10.4625,False,False,True,0,2
207,0,3,32.0,1,0,15.85,True,False,True,1,2
208,1,3,26.0,0,0,18.7875,True,False,False,1,1
209,1,3,16.0,0,0,7.75,False,True,False,0,1
210,1,1,40.0,0,0,31.0,True,False,False,1,1
211,0,3,24.0,0,0,7.05,True,False,True,1,1
212,1,2,35.0,0,0,21.0,False,False,True,0,1
213,0,3,22.0,0,0,7.25,True,False,True,1,1
214,0,2,30.0,0,0,13.0,True,False,True,1,1
215,0,3,29.69911764705882,1,0,7.75,True,True,False,1,2
216,1,1,31.0,1,0,113.275,False,False,False,0,2
217,1,3,27.0,0,0,7.925,False,False,True,0,1
218,0,2,42.0,1,0,27.0,True,False,True,1,2
219,1,1,32.0,0,0,76.2917,False,False,False,0,1
220,0,2,30.0,0,0,10.5,True,False,True,1,1
221,1,3,16.0,0,0,8.05,True,False,True,1,1
222,0,2,27.0,0,0,13.0,True,False,True,1,1
223,0,3,51.0,0,0,8.05,True,False,True,1,1
224,0,3,29.69911764705882,0,0,7.8958,True,False,True,1,1
225,1,1,38.0,1,0,90.0,True,False,True,1,2
226,0,3,22.0,0,0,9.35,True,False,True,1,1
227,1,2,19.0,0,0,10.5,True,False,True,1,1
228,0,3,20.5,0,0,7.25,True,False,True,1,1
229,0,2,18.0,0,0,13.0,True,False,True,1,1
230,0,3,29.69911764705882,3,1,25.4667,False,False,True,0,5
231,1,1,35.0,1,0,83.475,False,False,True,0,2
232,0,3,29.0,0,0,7.775,True,False,True,1,1
233,0,2,59.0,0,0,13.5,True,False,True,1,1
234,1,3,5.0,4,2,31.3875,False,False,True,0,7
235,0,2,24.0,0,0,10.5,True,False,True,1,1
236,0,3,29.69911764705882,0,0,7.55,False,False,True,0,1
237,0,2,44.0,1,0,26.0,True,False,True,1,2
238,1,2,8.0,0,2,26.25,False,False,True,0,3
239,0,2,19.0,0,0,10.5,True,False,True,1,1
240,0,2,33.0,0,0,12.275,True,False,True,1,1
241,0,3,29.69911764705882,1,0,14.4542,False,False,False,0,2
242,1,3,29.69911764705882,1,0,15.5,False,True,False,0,2
243,0,2,29.0,0,0,10.5,True,False,True,1,1
244,0,3,22.0,0,0,7.125,True,False,True,1,1
245,0,3,30.0,0,0,7.225,True,False,False,1,1
246,0,1,44.0,2,0,90.0,True,True,False,1,3
247,0,3,25.0,0,0,7.775,False,False,True,0,1
248,1,2,24.0,0,2,14.5,False,False,True,0,3
249,1,1,37.0,1,1,52.5542,True,False,True,1,3
250,0,2,54.0,1,0,26.0,True,False,True,1,2
251,0,3,29.69911764705882,0,0,7.25,True,False,True,1,1
252,0,3,29.0,1,1,10.4625,False,False,True,0,3
253,0,1,62.0,0,0,26.55,True,False,True,1,1
254,0,3,30.0,1,0,16.1,True,False,True,1,2
255,0,3,41.0,0,2,20.2125,False,False,True,0,3
256,1,3,29.0,0,2,15.2458,False,False,False,0,3
257,1,1,29.69911764705882,0,0,79.2,False,False,False,0,1
258,1,1,30.0,0,0,86.5,False,False,True,0,1
259,1,1,35.0,0,0,512.3292,False,False,False,0,1
260,1,2,50.0,0,1,26.0,False,False,True,0,2
261,0,3,29.69911764705882,0,0,7.75,True,True,False,1,1
262,1,3,3.0,4,2,31.3875,True,False,True,1,7
263,0,1,52.0,1,1,79.65,True,False,True,1,3
264,0,1,40.0,0,0,0.0,True,False,True,1,1
265,0,3,29.69911764705882,0,0,7.75,False,True,False,0,1
266,0,2,36.0,0,0,10.5,True,False,True,1,1
267,0,3,16.0,4,1,39.6875,True,False,True,1,6
268,1,3,25.0,1,0,7.775,True,False,True,1,2
269,1,1,58.0,0,1,153.4625,False,False,True,0,2
270,1,1,35.0,0,0,135.6333,False,False,True,0,1
271,0,1,29.69911764705882,0,0,31.0,True,False,True,1,1
272,1,3,25.0,0,0,0.0,True,False,True,1,1
273,1,2,41.0,0,1,19.5,False,False,True,0,2
274,0,1,37.0,0,1,29.7,True,False,False,1,2
275,1,3,29.69911764705882,0,0,7.75,False,True,False,0,1
276,1,1,63.0,1,0,77.9583,False,False,True,0,2
277,0,3,45.0,0,0,7.75,False,False,True,0,1
278,0,2,29.69911764705882,0,0,0.0,True,False,True,1,1
279,0,3,7.0,4,1,29.125,True,True,False,1,6
280,1,3,35.0,1,1,20.25,False,False,True,0,3
281,0,3,65.0,0,0,7.75,True,True,False,1,1
282,0,3,28.0,0,0,7.8542,True,False,True,1,1
283,0,3,16.0,0,0,9.5,True,False,True,1,1
284,1,3,19.0,0,0,8.05,True,False,True,1,1
285,0,1,29.69911764705882,0,0,26.0,True,False,True,1,1
286,0,3,33.0,0,0,8.6625,True,False,False,1,1
287,1,3,30.0,0,0,9.5,True,False,True,1,1
288,0,3,22.0,0,0,7.8958,True,False,True,1,1
289,1,2,42.0,0,0,13.0,True,False,True,1,1
290,1,3,22.0,0,0,7.75,False,True,False,0,1
291,1,1,26.0,0,0,78.85,False,False,True,0,1
292,1,1,19.0,1,0,91.0792,False,False,False,0,2
293,0,2,36.0,0,0,12.875,True,False,False,1,1
294,0,3,24.0,0,0,8.85,False,False,True,0,1
295,0,3,24.0,0,0,7.8958,True,False,True,1,1
296,0,1,29.69911764705882,0,0,27.7208,True,False,False,1,1
297,0,3,23.5,0,0,7.2292,True,False,False,1,1
298,0,1,2.0,1,2,151.55,False,False,True,0,4
299,1,1,29.69911764705882,0,0,30.5,True,False,True,1,1
300,1,1,50.0,0,1,247.5208,False,False,False,0,2
301,1,3,29.69911764705882,0,0,7.75,False,True,False,0,1
302,1,3,29.69911764705882,2,0,23.25,True,True,False,1,3
303,0,3,19.0,0,0,0.0,True,False,True,1,1
304,1,2,29.69911764705882,0,0,12.35,False,True,False,0,1
305,0,3,29.69911764705882,0,0,8.05,True,False,True,1,1
306,1,1,0.92,1,2,151.55,True,False,True,1,4
307,1,1,29.69911764705882,0,0,110.8833,False,False,False,0,1
308,1,1,17.0,1,0,108.9,False,False,False,0,2
309,0,2,30.0,1,0,24.0,True,False,False,1,2
310,1,1,30.0,0,0,56.9292,False,False,False,0,1
311,1,1,24.0,0,0,83.1583,False,False,False,0,1
312,1,1,18.0,2,2,262.375,False,False,False,0,5
313,0,2,26.0,1,1,26.0,False,False,True,0,3
314,0,3,28.0,0,0,7.8958,True,False,True,1,1
315,0,2,43.0,1,1,26.25,True,False,True,1,3
316,1,3,26.0,0,0,7.8542,False,False,True,0,1
317,1,2,24.0,1,0,26.0,False,False,True,0,2
318,0,2,54.0,0,0,14.0,True,False,True,1,1
319,1,1,31.0,0,2,164.8667,False,False,True,0,3
320,1,1,40.0,1,1,134.5,False,False,False,0,3
321,0,3,22.0,0,0,7.25,True,False,True,1,1
322,0,3,27.0,0,0,7.8958,True,False,True,1,1
323,1,2,30.0,0,0,12.35,False,True,False,0,1
324,1,2,22.0,1,1,29.0,False,False,True,0,3
325,0,3,29.69911764705882,8,2,69.55,True,False,True,1,11
326,1,1,36.0,0,0,135.6333,False,False,False,0,1
327,0,3,61.0,0,0,6.2375,True,False,True,1,1
328,1,2,36.0,0,0,13.0,False,False,True,0,1
329,1,3,31.0,1,1,20.525,False,False,True,0,3
330,1,1,16.0,0,1,57.9792,False,False,False,0,2
331,1,3,29.69911764705882,2,0,23.25,False,True,False,0,3
332,0,1,45.5,0,0,28.5,True,False,True,1,1
333,0,1,38.0,0,1,153.4625,True,False,True,1,2
334,0,3,16.0,2,0,18.0,True,False,True,1,3
335,1,1,29.69911764705882,1,0,133.65,False,False,True,0,2
336,0,3,29.69911764705882,0,0,7.8958,True,False,True,1,1
337,0,1,29.0,1,0,66.6,True,False,True,1,2
338,1,1,41.0,0,0,134.5,False,False,False,0,1
339,1,3,45.0,0,0,8.05,True,False,True,1,1
340,0,1,45.0,0,0,35.5,True,False,True,1,1
341,1,2,2.0,1,1,26.0,True,False,True,1,3
342,1,1,24.0,3,2,263.0,False,False,True,0,6
343,0,2,28.0,0,0,13.0,True,False,True,1,1
344,0,2,25.0,0,0,13.0,True,False,True,1,1
345,0,2,36.0,0,0,13.0,True,False,True,1,1
346,1,2,24.0,0,0,13.0,False,False,True,0,1
347,1,2,40.0,0,0,13.0,False,False,True,0,1
348,1,3,29.69911764705882,1,0,16.1,False,False,True,0,2
349,1,3,3.0,1,1,15.9,True,False,True,1,3
350,0,3,42.0,0,0,8.6625,True,False,True,1,1
351,0,3,23.0,0,0,9.225,True,False,True,1,1
352,0,1,29.69911764705882,0,0,35.0,True,False,True,1,1
353,0,3,15.0,1,1,7.2292,True,False,False,1,3
354,0,3,25.0,1,0,17.8,True,False,True,1,2
355,0,3,29.69911764705882,0,0,7.225,True,False,False,1,1
356,0,3,28.0,0,0,9.5,True,False,True,1,1
357,1,1,22.0,0,1,55.0,False,False,True,0,2
358,0,2,38.0,0,0,13.0,False,False,True,0,1
359,1,3,29.69911764705882,0,0,7.8792,False,True,False,0,1
360,1,3,29.69911764705882,0,0,7.8792,False,True,False,0,1
361,0,3,40.0,1,4,27.9,True,False,True,1,6
362,0,2,29.0,1,0,27.7208,True,False,False,1,2
363,0,3,45.0,0,1,14.4542,False,False,False,0,2
364,0,3,35.0,0,0,7.05,True,False,True,1,1
365,0,3,29.69911764705882,1,0,15.5,True,True,False,1,2
366,0,3,30.0,0,0,7.25,True,False,True,1,1
367,1,1,60.0,1,0,75.25,False,False,False,0,2
368,1,3,29.69911764705882,0,0,7.2292,False,False,False,0,1
369,1,3,29.69911764705882,0,0,7.75,False,True,False,0,1
370,1,1,24.0,0,0,69.3,False,False,False,0,1
371,1,1,25.0,1,0,55.4417,True,False,False,1,2
372,0,3,18.0,1,0,6.4958,True,False,True,1,2
373,0,3,19.0,0,0,8.05,True,False,True,1,1
374,0,1,22.0,0,0,135.6333,True,False,False,1,1
375,0,3,3.0,3,1,21.075,False,False,True,0,5
376,1,1,29.69911764705882,1,0,82.1708,False,False,False,0,2
377,1,3,22.0,0,0,7.25,False,False,True,0,1
378,0,1,27.0,0,2,211.5,True,False,False,1,3
379,0,3,20.0,0,0,4.0125,True,False,False,1,1
380,0,3,19.0,0,0,7.775,True,False,True,1,1
381,1,1,42.0,0,0,227.525,False,False,False,0,1
382,1,3,1.0,0,2,15.7417,False,False,False,0,3
383,0,3,32.0,0,0,7.925,True,False,True,1,1
384,1,1,35.0,1,0,52.0,False,False,True,0,2
385,0,3,29.69911764705882,0,0,7.8958,True,False,True,1,1
386,0,2,18.0,0,0,73.5,True,False,True,1,1
387,0,3,1.0,5,2,46.9,True,False,True,1,8
388,1,2,36.0,0,0,13.0,False,False,True,0,1
389,0,3,29.69911764705882,0,0,7.7292,True,True,False,1,1
390,1,2,17.0,0,0,12.0,False,False,False,0,1
391,1,1,36.0,1,2,120.0,True,False,True,1,4
392,1,3,21.0,0,0,7.7958,True,False,True,1,1
393,0,3,28.0,2,0,7.925,True,False,True,1,3
394,1,1,23.0,1,0,113.275,False,False,False,0,2
395,1,3,24.0,0,2,16.7,False,False,True,0,3
396,0,3,22.0,0,0,7.7958,True,False,True,1,1
397,0,3,31.0,0,0,7.8542,False,False,True,0,1
398,0,2,46.0,0,0,26.0,True,False,True,1,1
399,0,2,23.0,0,0,10.5,True,False,True,1,1
400,1,2,28.0,0,0,12.65,False,False,True,0,1
401,1,3,39.0,0,0,7.925,True,False,True,1,1
402,0,3,26.0,0,0,8.05,True,False,True,1,1
403,0,3,21.0,1,0,9.825,False,False,True,0,2
404,0,3,28.0,1,0,15.85,True,False,True,1,2
405,0,3,20.0,0,0,8.6625,False,False,True,0,1
406,0,2,34.0,1,0,21.0,True,False,True,1,2
407,0,3,51.0,0,0,7.75,True,False,True,1,1
408,1,2,3.0,1,1,18.75,True,False,True,1,3
409,0,3,21.0,0,0,7.775,True,False,True,1,1
410,0,3,29.69911764705882,3,1,25.4667,False,False,True,0,5
411,0,3,29.69911764705882,0,0,7.8958,True,False,True,1,1
412,0,3,29.69911764705882,0,0,6.8583,True,True,False,1,1
413,1,1,33.0,1,0,90.0,False,True,False,0,2
414,0,2,29.69911764705882,0,0,0.0,True,False,True,1,1
415,1,3,44.0,0,0,7.925,True,False,True,1,1
416,0,3,29.69911764705882,0,0,8.05,False,False,True,0,1
417,1,2,34.0,1,1,32.5,False,False,True,0,3
418,1,2,18.0,0,2,13.0,False,False,True,0,3
419,0,2,30.0,0,0,13.0,True,False,True,1,1
420,0,3,10.0,0,2,24.15,False,False,True,0,3
421,0,3,29.69911764705882,0,0,7.8958,True,False,False,1,1
422,0,3,21.0,0,0,7.7333,True,True,False,1,1
423,0,3,29.0,0,0,7.875,True,False,True,1,1
424,0,3,28.0,1,1,14.4,False,False,True,0,3
425,0,3,18.0,1,1,20.2125,True,False,True,1,3
426,0,3,29.69911764705882,0,0,7.25,True,False,True,1,1
427,1,2,28.0,1,0,26.0,False,False,True,0,2
428,1,2,19.0,0,0,26.0,False,False,True,0,1
429,0,3,29.69911764705882,0,0,7.75,True,True,False,1,1
430,1,3,32.0,0,0,8.05,True,False,True,1,1
431,1,1,28.0,0,0,26.55,True,False,True,1,1
432,1,3,29.69911764705882,1,0,16.1,False,False,True,0,2
433,1,2,42.0,1,0,26.0,False,False,True,0,2
434,0,3,17.0,0,0,7.125,True,False,True,1,1
435,0,1,50.0,1,0,55.9,True,False,True,1,2
436,1,1,14.0,1,2,120.0,False,False,True,0,4
437,0,3,21.0,2,2,34.375,False,False,True,0,5
438,1,2,24.0,2,3,18.75,False,False,True,0,6
439,0,1,64.0,1,4,263.0,True,False,True,1,6
440,0,2,31.0,0,0,10.5,True,False,True,1,1
441,1,2,45.0,1,1,26.25,False,False,True,0,3
442,0,3,20.0,0,0,9.5,True,False,True,1,1
443,0,3,25.0,1,0,7.775,True,False,True,1,2
444,1,2,28.0,0,0,13.0,False,False,True,0,1
445,1,3,29.69911764705882,0,0,8.1125,True,False,True,1,1
446,1,1,4.0,0,2,81.8583,True,False,True,1,3
447,1,2,13.0,0,1,19.5,False,False,True,0,2
448,1,1,34.0,0,0,26.55,True,False,True,1,1
449,1,3,5.0,2,1,19.2583,False,False,False,0,4
450,1,1,52.0,0,0,30.5,True,False,True,1,1
451,0,2,36.0,1,2,27.75,True,False,True,1,4
452,0,3,29.69911764705882,1,0,19.9667,True,False,True,1,2
453,0,1,30.0,0,0,27.75,True,False,False,1,1
454,1,1,49.0,1,0,89.1042,True,False,False,1,2
455,0,3,29.69911764705882,0,0,8.05,True,False,True,1,1
456,1,3,29.0,0,0,7.8958,True,False,False,1,1
457,0,1,65.0,0,0,26.55,True,False,True,1,1
458,1,1,29.69911764705882,1,0,51.8625,False,False,True,0,2
459,1,2,50.0,0,0,10.5,False,False,True,0,1
460,0,3,29.69911764705882,0,0,7.75,True,True,False,1,1
461,1,1,48.0,0,0,26.55,True,False,True,1,1
462,0,3,34.0,0,0,8.05,True,False,True,1,1
463,0,1,47.0,0,0,38.5,True,False,True,1,1
464,0,2,48.0,0,0,13.0,True,False,True,1,1
465,0,3,29.69911764705882,0,0,8.05,True,False,True,1,1
466,0,3,38.0,0,0,7.05,True,False,True,1,1
467,0,2,29.69911764705882,0,0,0.0,True,False,True,1,1
468,0,1,56.0,0,0,26.55,True,False,True,1,1
469,0,3,29.69911764705882,0,0,7.725,True,True,False,1,1
470,1,3,0.75,2,1,19.2583,False,False,False,0,4
471,0,3,29.69911764705882,0,0,7.25,True,False,True,1,1
472,0,3,38.0,0,0,8.6625,True,False,True,1,1
473,1,2,33.0,1,2,27.75,False,False,True,0,4
474,1,2,23.0,0,0,13.7917,False,False,False,0,1
475,0,3,22.0,0,0,9.8375,False,False,True,0,1
476,0,1,29.69911764705882,0,0,52.0,True,False,True,1,1
